Client,Amount,Date,Registrant,Purpose,From subcontractor,Source
Government of Antigua and Barbuda,5114.10,2013-05-15,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Antigua and Barbuda,8988.60,2013-06-20,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Antigua and Barbuda,25362.98,2013-07-18,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,43492.90,2013-03-14,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,88735.43,2013-03-27,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,10000.00,2013-04-08,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,97812.83,2013-06-10,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,57592.30,2013-07-18,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,10000.00,2013-08-05,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Government of Japan,38524.46,2013-08-05,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",5429.50,2013-03-06,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",5886.50,2013-04-01,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",31463.20,2013-05-22,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",3607.50,2013-06-03,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",26225.46,2013-07-24,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",1436.50,2013-07-29,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
"Government of Ontario, Ministry of Northern Development, Mines and Forestry, and Ministry of Interna",2771.00,2013-08-05,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Pemex-Exploracion y Produccion,1528000.00,2013-07-11,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Pemex-Exploracion y Produccion,346400.00,2013-08-15,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,9161.00,2013-05-02,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,4685.99,2013-05-02,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,75045.06,2013-05-30,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,25887.00,2013-07-12,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,28392.16,2013-07-12,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,25499.21,2013-07-12,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,115000.00,2013-07-26,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,135000.00,2013-07-26,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,76404.79,2013-08-19,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Royal Embassy of Saudi Arabia,6562.00,2013-08-19,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130930-17.pdf
Global Guardian Trust,9192.17,2013-04-10,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Global Guardian Trust,9494.50,2013-06-24,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,14361.00,2013-03-05,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,3174.75,2013-04-08,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,5835.50,2013-05-21,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,16184.25,2013-08-19,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,12050.25,2013-03-05,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,6787.00,2013-04-08,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Province of Manitoba,10948.25,2013-06-25,Garvey Schubert Barer A Partnership of Professiona,,,http://www.fara.gov/docs/3047-Supplemental-Statement-20130927-17.pdf
Korea Institute for International Economic Policy (KIEP),756460.70,2013-03-28,Korea Economic Institute of America,per contract,,http://www.fara.gov/docs/3327-Supplemental-Statement-20130930-17.pdf
Korea Institute for International Economic Policy (KIEP),601090.90,2013-06-26,Korea Economic Institute of America,per contract,,http://www.fara.gov/docs/3327-Supplemental-Statement-20130930-17.pdf
German State of Rheinland-Pfalz,149956.00,2013-04-23,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130930-19.pdf
Government of Bermuda,49900.00,2013-08-20,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130930-19.pdf
Embassy of the United Arab Emirates,40000.00,2013-04-09,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130930-19.pdf
Embassy of the United Arab Emirates,22250.00,2013-04-29,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130930-19.pdf
Embassy of the United Arab Emirates,22250.00,2013-05-28,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130930-19.pdf
Embassy of the United Arab Emirates,22250.00,2013-07-19,DLA Piper US LLP,,,http://www.fara.gov/docs/3712-Supplemental-Statement-20130930-19.pdf
Embassy of the Grand Duchy of Luxembourg,14900.00,2013-04-30,Covington & Burling LLP,Retainer,,http://www.fara.gov/docs/5852-Supplemental-Statement-20130930-11.pdf
Embassy of the Republic of Korea to the United States,120000.00,2013-03-12,Covington & Burling LLP,,,http://www.fara.gov/docs/5852-Supplemental-Statement-20130930-11.pdf
Embassy of New Zealand,40538.00,2013-07-01,Covington & Burling LLP,,,http://www.fara.gov/docs/5852-Supplemental-Statement-20130930-11.pdf
Moroccan American Center for Policy,20000.00,2013-02-28,Avalanche Strategic Communications,Professional Services for March 2013,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,25427.17,2013-03-31,Avalanche Strategic Communications,"Professional Services for April 2013 Keith Zakheim: client meeting in Washington, DC - train Keith Zakheim: 3/19/13 - client meeting - taxi","Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,11000.00,2013-04-17,Avalanche Strategic Communications,Consulting fees - website development,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,25053.94,2013-04-30,Avalanche Strategic Communications,Consulting fees - website development,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,25000.00,2013-04-30,Avalanche Strategic Communications,Professional Services for June 2013,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,25000.00,2013-06-30,Avalanche Strategic Communications,Professional Services for July 2013,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,25000.00,2013-07-31,Avalanche Strategic Communications,Professional Services for July 2013,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-10.pdf
Moroccan American Center for Policy,20000.00,2012-08-31,Avalanche Strategic Communications,Professional Services for September 2012,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-11.pdf
Moroccan American Center for Policy,20000.00,2012-09-30,Avalanche Strategic Communications,Professional Services for October 2012,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-11.pdf
Moroccan American Center for Policy,20072.15,2012-10-31,Avalanche Strategic Communications,Professional Services for November 2012 Gerald Schranz: 10/10/12 mileage (travel to NYC event) Gerald Schranz: 10/10/12 metro to/from UN and downtown Gerald Schranz: 10/10/12 parking garage Gerald Schranz: 10/10/12 tolls,,http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-11.pdf
Moroccan American Center for Policy,20000.00,2012-11-30,Avalanche Strategic Communications,Professional Services for December 2012,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-11.pdf
Moroccan American Center for Policy,20000.00,2013-01-01,Avalanche Strategic Communications,Professional Services for December 2012,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-11.pdf
Moroccan American Center for Policy,20000.00,2013-01-31,Avalanche Strategic Communications,Professional Services for December 2012,"Moroccan-American Center for Policy, Inc.",http://www.fara.gov/docs/5877-Supplemental-Statement-20130930-11.pdf
Government of Aruba,63000.00,06/30/13*,Caribbean Tourism Development Company,,,http://www.fara.gov/docs/5910-Supplemental-Statement-20130930-11.pdf
Embassy of the Republic of Korea,75000.00,2013-03-11,"The Nickles Group, LLC",Consulting Services,,http://www.fara.gov/docs/6089-Supplemental-Statement-20130930-3.pdf
Embassy of the Republic of Korea,75000.00,2013-06-12,"The Nickles Group, LLC",Consulting Services,,http://www.fara.gov/docs/6089-Supplemental-Statement-20130930-3.pdf
Taipei Economic And Cultural Representative Office in the United States,20000.00,2013-04-04,"The Nickles Group, LLC",Consulting Services,,http://www.fara.gov/docs/6089-Supplemental-Statement-20130930-3.pdf
Taipei Economic And Cultural Representative Office in the United States,40000.00,2013-06-17,"The Nickles Group, LLC",Consulting Services,,http://www.fara.gov/docs/6089-Supplemental-Statement-20130930-3.pdf
Taipei Economic And Cultural Representative Office in the United States,40000.00,2013-08-01,"The Nickles Group, LLC",Consulting Services,,http://www.fara.gov/docs/6089-Supplemental-Statement-20130930-3.pdf
"Ministry of Public Security, Republic of Panama",119804.76,2013-03-15,"Command Consulting Group, LLC","Payment for Services for Security Advisory Panama Nat'l Police Consulting Work performed in Panama. CCG does not charge client for services defined herein as ""political activity"" such as the services described in section 12.",,http://www.fara.gov/docs/6090-Supplemental-Statement-20130930-3.pdf
"Ministry of Public Security, Republic of Panama",119804.76,2013-03-15,"Command Consulting Group, LLC","Payment for Services for Security Advisory Panama Nat'l Police Consulting Work performed in Panama. CCG does not charge client for services defined herein as ""political activity"" such as the services described in section 12.",,http://www.fara.gov/docs/6090-Supplemental-Statement-20130930-3.pdf
The Caribbean Tourism Organization,26125.00,06/30/13*,Caribbean Tourism Organization,Allied Members,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,131136.86,06/30/13*,Caribbean Tourism Organization,Caribbean week Income,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,500.00,06/30/13*,Caribbean Tourism Organization,Caribbean Diaspora,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,25410.00,06/30/13*,Caribbean Tourism Organization,Trade Shows,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,4.76,06/30/13*,Caribbean Tourism Organization,Interest Income,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,8423.81,06/30/13*,Caribbean Tourism Organization,Sustainable Tourism Conference,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,738020.00,06/30/13*,Caribbean Tourism Organization,HO(Barbados),,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
The Caribbean Tourism Organization,4923.00,06/30/13*,Caribbean Tourism Organization,Chapters,,http://www.fara.gov/docs/991-Supplemental-Statement-20130930-19.pdf
Comission Nacional de Zonas Francas (Nicaragua),28975.00,2013-03-14,"Samuels International Associates, Inc.",Consulting services,,http://www.fara.gov/docs/4848-Supplemental-Statement-20131002-17.pdf
Comission Nacional de Zonas Francas (Nicaragua),20475.00,2013-06-12,"Samuels International Associates, Inc.",Consulting services,,http://www.fara.gov/docs/4848-Supplemental-Statement-20131002-17.pdf
"City of Sunderland, England",6905.00,2013-04-26,Larry L. Overstreet,Marketing Rep,,http://www.fara.gov/docs/5246-Supplemental-Statement-20131001-22.pdf
"City of Sunderland, England",6600.00,2013-05-29,Larry L. Overstreet,Marketing Rep,,http://www.fara.gov/docs/5246-Supplemental-Statement-20131001-22.pdf
"City of Sunderland, England",6600.00,2013-06-26,Larry L. Overstreet,Marketing Rep,,http://www.fara.gov/docs/5246-Supplemental-Statement-20131001-22.pdf
"City of Sunderland, England",6600.00,2013-07-30,Larry L. Overstreet,Marketing Rep,,http://www.fara.gov/docs/5246-Supplemental-Statement-20131001-22.pdf
"City of Sunderland, England",7007.70,2013-08-27,Larry L. Overstreet,Marketing Rep,,http://www.fara.gov/docs/5246-Supplemental-Statement-20131001-22.pdf
"City of Sunderland, England",12577.68,2013-09-30,Larry L. Overstreet,Marketing Rep,,http://www.fara.gov/docs/5246-Supplemental-Statement-20131001-22.pdf
Government of the Republika Srpksa,12000.00,2013-05-01,"Innovative Global Initiatives and Solutions, LLC",Work for the Republics Srpska,Myrmidon Groyp LLC,http://www.fara.gov/docs/6093-Supplemental-Statement-20131001-3.pdf
Government of the Republika Srpksa,12000.00,2013-06-01,"Innovative Global Initiatives and Solutions, LLC",Work for the Republica Srpska,Myrmidon Groyp LLC,http://www.fara.gov/docs/6093-Supplemental-Statement-20131001-3.pdf
Government of the Republika Srpksa,12000.00,2013-07-01,"Innovative Global Initiatives and Solutions, LLC",Work for the Republics Srpska,,http://www.fara.gov/docs/6093-Supplemental-Statement-20131001-3.pdf
Government of the Republika Srpksa,12000.00,2013-08-01,"Innovative Global Initiatives and Solutions, LLC",Work for the Republics Srpska,Myrmidon Groyp LLC,http://www.fara.gov/docs/6093-Supplemental-Statement-20131001-3.pdf
Bahamas Ministry of Tourism,15499980.00,06/30/13*,Bahamas Ministry of Tourism,,,http://www.fara.gov/docs/2310-Supplemental-Statement-20131010-21.pdf
Republic of Singapore (Singapore Tourism Board),966767.04,09/30/13*,Singapore Tourism Board,,,http://www.fara.gov/docs/2414-Supplemental-Statement-20131015-17.pdf
Jamaica Tourist Board,301609.10,09/30/13*,Ruder Finn Inc,,,http://www.fara.gov/docs/1481-Supplemental-Statement-20131021-17.pdf
Oficina De Visitantes Y Convenciones De La Riviera Nayarit,43750.00,09/30/13*,Ruder Finn Inc,,,http://www.fara.gov/docs/1481-Supplemental-Statement-20131021-17.pdf
Republic of Singapore (Singapore Tourism Board),20000.00,09/30/13*,Ruder Finn Inc,,,http://www.fara.gov/docs/1481-Supplemental-Statement-20131021-17.pdf
Via Rail,60000.00,09/30/13*,Ruder Finn Inc,,,http://www.fara.gov/docs/1481-Supplemental-Statement-20131021-17.pdf
Embassy of the Republic of Korea to the United States,120000.00,09/30/13*,Ruder Finn Inc,,,http://www.fara.gov/docs/1481-Supplemental-Statement-20131021-17.pdf
Direction du Tourisme et des Congres,650781.15,09/30/13*,Monaco Government Tourist Office,finances,,http://www.fara.gov/docs/2327-Supplemental-Statement-20131022-18.pdf
Direction du Tourisme et des Congres,426692.50,09/30/13*,Monaco Government Tourist Office,finances,,http://www.fara.gov/docs/2327-Supplemental-Statement-20131022-18.pdf
Government of the Cayman Islands (Department of Tourism),36361.43,2013-05-06,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),37900.90,2013-04-12,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),34078.51,2013-06-03,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),7660.19,2013-06-26,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),29700.00,2013-07-19,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),29700.00,2013-08-12,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),9453.83,2013-08-21,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Government of the Cayman Islands (Department of Tourism),37674.03,2013-09-04,"Missy Farren & Associates, Ltd. d/b/a MFA",Payment,,http://www.fara.gov/docs/5949-Supplemental-Statement-20131021-8.pdf
Central Bank of Somalia,870230.00,2013-09-30,"Shulman, Rogers, Gandal, Pordy & Ecker, P.A.","Legal fees and expenses for period February 18,2010 to July 12,2013",,http://www.fara.gov/docs/5976-Supplemental-Statement-20131022-7.pdf
Government of the Cayman Islands (Department of Tourism),4882195.13,09/30/13*,Government of the Cayman Islands Dept of Tourism,,,http://www.fara.gov/docs/2500-Supplemental-Statement-20131023-19.pdf
Central Bank of Sri Lanka,628460.00,10/25/13*,"Thompson Advisory Group, LLC",,,http://www.fara.gov/docs/6159-Supplemental-Statement-20131024-1.pdf
Japan External Trade Organization (JETRO),330205.64,09/30/13*,"JETRO, Houston",,,http://www.fara.gov/docs/2277-Supplemental-Statement-20131029-17.pdf
Japan Fisheries Association (JFA),19969.10,2013-09-30,Jay Donald Hastings,retainer,,http://www.fara.gov/docs/2867-Supplemental-Statement-20131028-19.pdf
Avianca S.A.,11498.20,08/31/13*,Holland & Knight LLP,The purpose of each payment listed was to reimburse Holland & Knight for costs incurred in the legal representation of the client or to compensate the firm for the legal services rendered.,,http://www.fara.gov/docs/3718-Supplemental-Statement-20131029-20.pdf
The Government of the United Kingdom,88945.94,08/31/13*,Holland & Knight LLP,The purpose of each payment listed was to reimburse Holland & Knight for costs incurred in the legal representation of the client or to compensate the firm for the legal services rendered.,,http://www.fara.gov/docs/3718-Supplemental-Statement-20131029-20.pdf
Government of the Republic of Korea,140000.00,2013-06-19,Kirsten A. Chadwick,monthly retainers,,http://www.fara.gov/docs/5950-Supplemental-Statement-20131030-9.pdf
Parliament of Romania,9262.62,09/30/13*,"Lubanovici, Mircea",Salary,,http://www.fara.gov/docs/5999-Supplemental-Statement-20131029-8.pdf
Administration of the President of Georgia,60000.00,09/30/13*,Fianna Strategies LLC ,,Gregory A. Maniatis,http://www.fara.gov/docs/6132-Supplemental-Statement-20131029-2.pdf
Government of Alberta,74000.00,09/30/13*,"Mehlman Vogel Castagnetti, Inc","The Province of Alberta Canada has been invoiced during the reporting period but payment in the amount of $74,000 (Canadian Dollars) was not received until October 7; 2013",,http://www.fara.gov/docs/6158-Supplemental-Statement-20131029-1.pdf
RAK Maritime City,327092.81,10/31/13*,"Karv Communications, Irte:",,,http://www.fara.gov/docs/6162-Supplemental-Statement-20131029-1.pdf
His Holiness the Dalai Lama,32368.00,09/30/13*,The Office Of Tibet,Wisconsin Tibetan Association,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,20333.00,09/30/13*,The Office Of Tibet,Portland Tibetan Association,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,184.00,09/30/13*,The Office Of Tibet,Chicago Tibetan Association,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,8640.00,09/30/13*,The Office Of Tibet,Tibetan Association of Southern California,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,2714.00,09/30/13*,The Office Of Tibet,Tibetan Association New Mexico,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,44514.00,09/30/13*,The Office Of Tibet,Canadian Tibetan Association of Ontario,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,54359.00,09/30/13*,The Office Of Tibet,Tibetan Association of New York and New Jersey,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,642.00,09/30/13*,The Office Of Tibet,Individual,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,8034.00,09/30/13*,The Office Of Tibet,Tibetan Association of Charlottesville,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,21396.00,09/30/13*,The Office Of Tibet,Boston Tibetan Association,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,8840.00,09/30/13*,The Office Of Tibet,Tibetan Capital Area of Washington DC,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,5753.00,09/30/13*,The Office Of Tibet,Amherst Tibetan Association,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,1620.00,09/30/13*,The Office Of Tibet,Montana Tibetan Association,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
His Holiness the Dalai Lama,2140.00,09/30/13*,The Office Of Tibet,Seattle Tibetan Community,,http://www.fara.gov/docs/1699-Supplemental-Statement-20131030-17.pdf
The Federated States of Micronesia,4166.20,09/30/13*,David M. Staton,fee,,http://www.fara.gov/docs/5002-Supplemental-Statement-20131030-18.pdf
The Federated States of Micronesia,305.00,09/30/13*,David M. Staton,FARA Fee,,http://www.fara.gov/docs/5002-Supplemental-Statement-20131030-18.pdf
Embassy Of Japan,107475.00,09/30/13*,"Reed, T. Dean",Opinion Surveys,,http://www.fara.gov/docs/5044-Supplemental-Statement-20131030-17.pdf
Embassy of Libya,15070.71,2013-04-19,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20131030-21.pdf
Embassy of the United Arab Emirates,2045232.38,2013-04-24,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20131030-21.pdf
Embassy Of The Islamic Republic Of Pakistan,306938.18,09/30/13*,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20131030-13.pdf
"Alvaro Baltodano, Executive Secretary Government of Nicaragua Corporacion de Zoras Francas",104500.00,09/30/13*,Squire Sanders Public Advocacy LLC,,,http://www.fara.gov/docs/6063-Supplemental-Statement-20131030-4.pdf
Embassy Of Japan,5600.00,10/31/13*,The Friedlander Group,retainer,,http://www.fara.gov/docs/6097-Supplemental-Statement-20131030-3.pdf
Kingdom of Jordan,226120.00,2013-09-17,White & Case LLP,legal work,,http://www.fara.gov/docs/2759-Supplemental-Statement-20131030-19.pdf
"NHK Cosmomedia America, Inc.",265489.62,09/30/13*,"Japan Network Group, Inc.",,,http://www.fara.gov/docs/4490-Supplemental-Statement-20131031-17.pdf
"NHK Cosmomedia America, Inc.",200293.52,09/30/13*,"Japan Network Group, Inc.",,,http://www.fara.gov/docs/4490-Supplemental-Statement-20131031-17.pdf
"NHK Cosmomedia America, Inc.",106559.86,09/30/13*,"Japan Network Group, Inc.",,,http://www.fara.gov/docs/4490-Supplemental-Statement-20131031-17.pdf
"NHK Cosmomedia America, Inc.",213259.58,09/30/13*,"Japan Network Group, Inc.",,,http://www.fara.gov/docs/4490-Supplemental-Statement-20131031-17.pdf
"NHK Cosmomedia America, Inc.",377283.00,09/30/13*,"Japan Network Group, Inc.",,,http://www.fara.gov/docs/4490-Supplemental-Statement-20131031-17.pdf
"NHK Cosmomedia America, Inc.",42817.90,09/30/13*,"Japan Network Group, Inc.",,,http://www.fara.gov/docs/4490-Supplemental-Statement-20131031-17.pdf
Tourism Tasmania,82353.00,09/30/13*,Development Counsellors International,,,http://www.fara.gov/docs/4777-Supplemental-Statement-20131031-19.pdf
Tourism Toronto,47335.00,09/30/13*,Development Counsellors International,,,http://www.fara.gov/docs/4777-Supplemental-Statement-20131031-19.pdf
Scottish Development,105700.00,09/30/13*,Development Counsellors International,,,http://www.fara.gov/docs/4777-Supplemental-Statement-20131031-19.pdf
PromPeru,87000.00,09/30/13*,Development Counsellors International,,,http://www.fara.gov/docs/4777-Supplemental-Statement-20131031-19.pdf
Ecuador Ministry of Tourism,97500.00,09/30/13*,Development Counsellors International,,,http://www.fara.gov/docs/4777-Supplemental-Statement-20131031-19.pdf
Tourism Queensland (formerly Queensland Tourism and Travel Corporation),4200.00,09/30/13*,Development Counsellors International,,,http://www.fara.gov/docs/4777-Supplemental-Statement-20131031-19.pdf
