id,name,name-new,address,city,state,country,discription,Column,Column2,entered
1376,The Government Of The Republic Of Liberia,The Government of the Republic of Liberia,,,,Liberia,"Under the terms of the contract with the Government of the Republic of Liberia and in exercise of the relevant statutory provisions, LISCR, LLC collects taxes and fees due t the Government in respect of the maritime and corporate programs of the government and disburses those receipts either to the Government or for the purposes provided under the legislation.",865,333,TRUE
2303,The Government of the Republic of Liberia,The Government of the Republic of Liberia,,,,Liberia,"Under the terms of the contract with the Government of the Republic of Liberia and in exercise of the relevant statutory provisions, LISCR, LLC collects taxes and fees due to the Government in respect of the maritime and corporate programs of the Government and disburses those receipts either to the Government or for the purposes provided under the legislation.",1430,333,TRUE
2304,The Government of the Republic of Liberia,The Government of the Republic of Liberia,,,,Liberia,"Under the terms of the contract with the Government of the Republic of Liberia and in exercise of the relevant statutory provisions, LISCR, LLC collects taxes and fees due to the Government in respect of the tonnage tax, maritime and corporate programs of the Government and disburses those receipts either to the Government or for the purposes provided under the legislation.",1431,333,TRUE
1530,The Government of the Republic of Srpska,The Government of the Republic of Srpska,Trg Republike Srpse 1,"Banja Luka, Republika Srpska",,Bosnia-Herzegovina,The registrant's activities on behalf of the foreign principal are to advise the government on matters related to international law. This work includes the provision of written and oral advice to members of the government as requested. From time to time this advice may be provided in writing. From time to time the government may request that we provide information related to such advice to members of the U.S. Administration and/or Congress. Such information relates to the law and policy of the government's relations with the United States and other international organizations and sovereign states.,965,149,TRUE
1541,The Government of the Republic of Srpska,The Government of the Republic of Srpska,,,,Bosnia-Herzegovina,"The registrant's activities on behalf of the foreign principal are to advise the government on matters related to international law. This work includes the provision of written and oral advice to members of the government as requested. From time to time this advice may be provided in writing. From time to time the government may request that we provide information related to such advice to members of the U.S. Administration and/or Congress. Such information relates to the law and policy of the government's relations with the United States and other international organizations and sovereign states. The registrant's activities include contacting various Executive Branch officials, officials of government agencies, and members of the staff of the U.S. Senate and House of Representatives regarding issues related to the foreign principal including its relations with the United States, other sovereign states, and international organizations.",972,149,TRUE
586,The Government of the Republic of Trinidad and Tobago,The Government of the Republic of Trinidad and Tobago,,,,Trinidad and Tobago,Lobbying services in Washington DC on behalf of the Government of the Republic of Trinidad and Tobago,351,334,TRUE
587,The Government of the Republic of Trinidad and Tobago,The Government of the Republic of Trinidad and Tobago,,,,Trinidad and Tobago,Lobbying services in Washington DC on behalf of the Government of the Republic of Trinidad and Tobago,352,334,TRUE
1182,The Government of the Republic of Trinidad and Tobago,The Government of the Republic of Trinidad and Tobago,,,,Trinidad and Tobago,"Lobbying services in Washington, DC on behalf of the Government of the Republic of Trinidad and Tobago.",750,334,TRUE
1402,The Government of the Republic of Trinidad and Tobago,The Government of the Republic of Trinidad and Tobago,,,,Trinidad and Tobago,Lobbying services in Washington DC on behalf of the Government of the Republic of Trinidad and Tobago,880,334,TRUE
864,"The Government of the Republic of Trinidad and Tobago (via Ainsley Gill Associates, LLC)","The Government of the Republic of Trinidad and Tobago (via Ainsley Gill Associates, LLC)",,,,Trinidad and Tobago,"Ogilvy Public Relations Worldwide is supporting the launch of the Government of Trinidad and Tobago's International Finance Center (TTIFC). Specifically, we will work with the client to develop a communications plan and messages, create materials, assist with internal communications, assist in the coordination of presentation materials and talking points, assist in the arrangements for meetings and media interviews for Trinidad and Tobago officials as they travel to the Middle East and the United States to gain support for the TTIFC. In addition, they've asked us to also help develop a website, assist in the editing of a video, design a brand identity for the project and assist in the development of collateral material to be used for marketing the TTIFC to external audiences and launching the project.",558,334,TRUE
702,The Government of the Republic of Turkey,The Government of the Republic of Turkey,,,,Turkey,"During this reporting period, the registrant provided public relations and communications services to The Government of the Republic of Turkey in connection with helping the embassy establish a better image of Turkey in the United States. In furtherance of these objectives, the registrant engaged in the following activities during the six-month reporting period: Provided advice and information on U.S. media relations; Provided media monitoring and summary reports of latest Turkish news and events; Conducted media relations on behalf of Embassy officials, including drafting and distributing letters-to-the-editor and coordinating media interviews; Conducted media outreach in connection with Turkish officials' visits to the United States; Arranged meeting interview opportunities for Turkish Prime Minister and Members of Parliament; and Reviewed and edited full advertisements created by the Turkish Embassy.",445,151,TRUE
859,The Government of the Republic of Turkey,The Government of the Republic of Turkey,,,,Turkey,,555,151,TRUE
2309,The Government of the Republic of Uganda,The Government of the Republic of Uganda,,,,Uganda,,1436,148,TRUE
1671,The Government of the State of Qatar,The Government of the State of Qatar,,,,Qatar,"During the reporting period we advised the Government of the State of Qatar with respect to its bilateral relationship with the United States Government, including security and commercial issues. We also provided legal advice to the Government of Qatar in matters involving international law, commercial investment, litigation and contracts.",1048,150,TRUE
2582,The Government of the State of Qatar,The Government of the State of Qatar,,,,Qatar,"We advised the Government of the State of Qatar with respect to its bilateral relationship with the United States Government, including security and commercial issues. We also provided legal advice to the Government of Qatar in matters involving international law, commercial investment, litigation and contracts.",1626,150,TRUE
2600,The Government of the State of Qatar,The Government of the State of Qatar,,,,Qatar,"During the reporting period we advised the Government of the State of Qatar with respect to its bilateral relationship with the United States Government, including security and commercial issues. We also provided legal advice to the Government of Qatar in matters involving international law, commercial investment, litigation and contracts.",1627,150,TRUE
2617,The Government of the State of Qatar,The Government of the State of Qatar,,,,Qatar,"During the reporting period we advised the Government of the State of Qatar with respect to its bilateral relationship with the United States Government, including security and commercial issues. We also provided legal advice to the Government of Qatar in matters involving international law, commercial investment, litigation and contracts.",1628,150,TRUE
414,The Government of the United Kingdom,The Government of the United Kingdom,,,,United Kingdom,General legal advice and services; no registrable activities were performed during this reporting period.,245,335,TRUE
805,The Government of the United Kingdom,The Government of the United Kingdom,,,,United Kingdom,General legal advice and services; no registrable activities were performed during this reporting period.,516,335,TRUE
1342,The Government of the United Kingdom,The Government of the United Kingdom,,,,United Kingdom,General legal advice and services; no registrable activities were performed during this reporting period.,846,335,TRUE
1365,The Government of the United Kingdom,The Government of the United Kingdom,,,,United Kingdom,General legal advice and services; no registrable activities were performed during this reporting period.,861,335,TRUE
1841,The Government of the United Kingdom,The Government of the United Kingdom,,,,United Kingdom,General legal advice and services; no registrable activities were performed during this reporting period.,1141,335,TRUE
1844,The Government of the United Kingdom,The Government of the United Kingdom,,,,United Kingdom,General legal advice and services; no registrable activities were performed during this reporting period.,1142,335,TRUE
2410,The Government of the United Mexican States,The Government of the United Mexican States,,,,Mexico,"On behalf of the Government of Mexico, I contracted with two lobbying groups, the Raben Group and Brownstein Hyatt Farber Schreck, LLP, who communicated with members of Congress, members of the executive branch and other public officials regarding the implementation and enforcement of the International Court of Justice decision in the case concerning Avena and Other Mexican Nationals (Mexico v. U.S.), 2004 I.C.J. 12.",1511,956,TRUE
2330,The Government of Trinidad and Tobago,The Government of Trinidad and Tobago,,,,Trinidad and Tobago,1. Promotion of an extension and modification of the CBTPA and CBI 2. Pursue bilateral memorandum with the U.S. Department of Energy for cooperation on a Renewable Energy Resource Center 3. Enhance security dialogue between the United States and the Government of The Republic of Trinidad and Tobago,1452,334,TRUE
2331,The Government of Trinidad and Tobago,The Government of Trinidad and Tobago,,,,Trinidad and Tobago,Rendered consulting services on behalf of The Government of Trinidad and Tobago which included meeting with several U.S. government officials.,1453,334,TRUE
1467,The Government of United Mexican States,The Government of United Mexican States,,,,Mexico,"On behalf of the Government of Mexico I contracted with two lobbying Groups, The Raben Group and Brownstein, Hyatt, Farber and Schreck, LLP, who communicated with members of congress, members of the executive branch and other public officials regarding the implementation and enforcement of the international Court of Justice's decision in the case concerning Avena and Other Mexican Nationals",929,127,TRUE
2409,The Government of United Mexican States,The Government of United Mexican States,,,,Mexico,"On behalf of the Government of Mexico I contracted with two lobbying Groups, The Raben Group and Brownstein, Hyatt, Farber and Schreck, LLP, who communicated with members of congress, members of the executive branch and other public officials regarding the implementation and enforcement of the International Court of Justices decision in the case concerning Avena and Other Mexican Nationals (Mexico v U.S),2004 I.C.J.12",1510,956,TRUE
636,The Government of Venezuela,The Government of Venezuela,,,,Venezuela,,391,368,TRUE
1459,The Grand National Party of Korea,The Grand National Party of Korea,,,,Korea,"Gateway Consulting, LLC provided information and analysis on the 2008 Presidential and Congressional elections, specifically on how the elections would affect the Korea-US bilateral relationship. In addition Gateway, LLC arranged for a visit to the Republican National Convention and a meeting with Rep. Thomas Davis, III (VA) which took place on September 3, 2008 in St. Paul, MN.",921,469,TRUE
200,The Great Socialist People's Libyan Arab Jamahiriya,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,General legal representation.,134,292,TRUE
1298,The Great Socialist People's Libyan Arab Jamahiriya,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,The Registrant has provided legal services in connection with pending or threatened U.S. litigation against the foreign principal. These legal services have included communications with U.S. government officials related to U.S. litigation and civil enforcement matters. The Registrant has also advised the foreign principal regarding public relations issues related to U.S. litigation matters.,828,292,TRUE
1738,The Great Socialist People's Libyan Arab Jamahiriya,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,The Registrant has provided legal services in connection with pending or threatened U.S. litigation against the foreign principal. These legal services have included communications with U.S. government officials related to U.S. litigation and civil enforcement matters. The Registrant has also advised the foreign principal regarding public relations issues related to U.S. litigation matters.,1099,617,TRUE
1743,The Great Socialist People's Libyan Arab Jamahiriya,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,The Registrant has provided legal services in connection with pending or threatened U.S. litigation against the foreign principal. These legal services have included communications with U.S. government officials related to U.S. litigation and civil enforcement matters. The Registrant has also advised the foreign principal regarding public relations issues related to U.S. litigation matters.,1100,617,TRUE
2628,The Great Socialist People's Libyan Arab Jamahiriya,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,The Registrant has provided legal services in connection with pending or threatened U.S. litigation against the foreign principal. These legal services have included communications with U.S. government officials related to U.S. litigation and civil enforcement matters. The Registrant has also advised the foreign principal regarding public relations issues related to U.S. litigation matters.,1630,617,TRUE
2633,The Great Socialist People's Libyan Arab Jamahiriya,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,The Registrant has provided legal services in connection with pending or threatened U.S. litigation against the foreign principal. These legal services have included communications with U.S. government officials related to U.S. litigation and civil enforcement matters. The Registrant has also advised the foreign principal regarding public relations issues related to U.S. litigation matters.,1631,617,TRUE
1791,"The Information Technology Industry Development Agency, ITIDA (through Hill & Knowlton, London)","The Information Technology Industry Development Agency, ITIDA (through Hill & Knowlton, London)",,,,Egypt,Provide public relations counsel and assistance to promote Egypt's information and communications technology industry and Egypt as an outsourcing location.,1121,633,TRUE
1794,"The Information Technology Industry Development Agency, ITIDA (through Hill & Knowlton, London)","The Information Technology Industry Development Agency, ITIDA (through Hill & Knowlton, London)",,,,Egypt,Provide public relations counsel and conference assistance to promote Egypt's information and communications technology industry and Egypt as an outsourcing location.,1122,633,TRUE
2369,The Islamic Supreme Council of Iraq,The Islamic Supreme Council of Iraq,,,,Iraq,We publish a bimonthly newsletter that is distributed to staff members within the House of Representatives and also to members of the administration for the purpose of supplying up to date information on the current political events that are transpiring in Iraq.,1475,432,TRUE
2106,The Italian Government And / Or Political Party Under Thereof,The Italian Government And / Or Political Party Under Thereof,,,,Italy,,1305,470,TRUE
2107,The Italian Government And / Or Political Party Under Thereof,The Italian Government And / Or Political Party Under Thereof,,,,Italy,,1306,470,TRUE
1592,The Italian Government And/or Political Party Under Thereof,The Italian Government And/or Political Party Under Thereof,,,,Italy,,1005,470,TRUE
959,The Japan External Trade Organization,The Japan External Trade Organization,,Tokyo,,Japan,"It was established by a special law in Japan as a non-profit, Japanese government-supported organization dedicated to promoting mutually beneficial economic, trade and investment relations between Japan and other nations. In the USA, JETRO currently maintains offices in New York, San Francisco, Los Angeles, Houston, Chicago and Atlanta. These offices provide information relating to the Japanese economy and business, as well as US-Japan relations. The functions of JETRO's US offices are believed to be very similar to those of the United States Trade Center (of the US Department of Commerce) in Japan. As the Atlanta-based office of JETRO, JETRO Atlanta provides to public officials, associations, individuals and any other interested parties, information and materials relating to various aspects of the Japanese economy and business, as well as US-Japan economic and trade relations. JETRO Atlanta also monitors the development of US economic and market conditions for JETRO.",624,125,TRUE
1874,The Japan External Trade Organization,The Japan External Trade Organization,,Tokyo,,Japan,"It was established by a special law in Japan as a non-profit, Japanese government-supported organization dedicated to promoting mutually beneficial economic, trade and investment relations between Japan and other nations. In the USA, JETRO currently maintains offices in New York, San Francisco, Los Angeles, Houston, Chicago and Atlanta. These offices provide information relating to the Japanese economy and business, as well as US-Japan relations. The functions of JETRO's US offices are believed to be very similar to those of the United States Trade Center (of the US Department of Commerce) in Japan. As the Atlanta-based office of JETRO, JETRO Atlanta provides to public officials, associations, individuals and any other interested parties, information and materials relating to various aspects of the Japanese economy and business, as well as US-Japan economic and trade relations. JETRO Atlanta also monitors the development of US economic and market conditions for JETRO.",1153,497,TRUE
1875,The Japan External Trade Organization (JETRO),The Japan External Trade Organization (JETRO),,Tokyo,,Japan,"It was established by a special law in Japan as a non-profit, Japanese government-supported organization dedicated to promoting mutually beneficial economic, trade and investment relations between Japan and other nations. In the USA, JETRO currently maintains offices in New York, San Francisco, Los Angeles, Houston, Chicago and Atlanta. These offices provide information relating to the Japanese economy and business, as well as US-Japan relations. The functions of JETRO's US offices are believed to be very similar to those of the United States Trade Center (of the US Department of Commerce) in Japan. As the Atlanta-based office of JETRO, JETRO Atlanta provides to public officials, associations, individuals and other interested parties, information and materials relating to various aspects of the Japanese economy and business, as well as US-Japan economic and trade relations. JETRO Atlanta also monitors the development of US economic and market conditions for JETRO.",1154,497,TRUE
294,"The Japan External Trade Organization (Tokyo, Japan)","The Japan External Trade Organization (Tokyo, Japan)",,Tokyo,,Japan,"The Japan External Trade Organization (JETRO) headquarters is located in Tokyo, Japan. It was established by a special law in Japan as a non-profit, Japanese government-supported organization dedicated to promoting mutually beneficial economic, trade and investment relations between Japan and other nations. In the USA, JETRO currently maintains offices in New York, San Francisco, Los Angeles, Houston, Chicago and Atlanta. These offices provide information relating to the Japanese economy and business, as well as US-Japan relations. The functions of JETRO's US offices are believed to be very similar to those of the United States Trade Center (of the US Department of Commerce) in Japan. As the Atlanta-based office of JETRO, JETRO Atlanta provides to public officials, associations, individuals and any other interested parties, information and materials relating to various aspects of the Japanese economy and business, as well as US-Japan economic and trade relations. JETRO Atlanta also monitors the development of US economic and market conditions for JETRO.",176,182,TRUE
1976,The Korea Industry Trade Association (K.I.T.A.),The Korea Industry Trade Association (K.I.T.A.),,,,South Korea,Provided strategic consultation and public relations advisory services related to the U.S.-Korea Free Trade Agreement (FTA) and other trade and economic issues.,1225,712,TRUE
776,The League of Arab States,The League of Arab States,,,,League of Arab States,"Registrant activities on behalf of the principal during the last six months period have consisted primarily of collecting readily available public information of particular interest to the foreign principal, and transmitting such information to the same. We would also like to report, that the representatives of Arab Governments accredited to the United States, make use of our conference room for their occasional meeting. The registrant however, engages in no reportable activities in connection with those meetings",503,1,TRUE
567,The Lesotho National Development Corporation,The Lesotho National Development Corporation,,,,Lesotho,Government Briefings pursuant to Abundant Supply and the Textile Industry,336,338,TRUE
1170,The Lesotho National Development Corporation,The Lesotho National Development Corporation,,,,Lesotho,,740,338,TRUE
1240,The Lesotho National Development Corporation,The Lesotho National Development Corporation,,,,Lesotho,,788,338,TRUE
2310,The Lesotho National Development Corporation,The Lesotho National Development Corporation,,,,Lesotho,,1436,891,TRUE
562,The Lesotho National Development Corporation (LNDC),The Lesotho National Development Corporation (LNDC),,,,Lesotho,Branding Campaign and reception/panel discussion 09/07,335,338,TRUE
558,The Menachem Begin Heritage Foundation,The Menachem Begin Heritage Foundation,,,,Israel,"Pursuant to contract, Collins & Company, Inc., through its own resources, has been assisting the Menachem Begin Center in its efforts to secure a funding grant for its educational, publishing, training and other programs which support democratic and parliamentary institutions. Retained lists of Members of Congress with records of longstanding support for Israel: researched the proposed timing of specific appropriations bills and assessed how the timing would affect the Begin Center's objectives; monitored and assessed Congressional intentions for passing funding bills for FY2008 paying particularly close attention to the Economic Support Fund within the FY 2008 State-Foreign Operations Appropriations bills; reviewed Begin Center programs and evaluated why the US should support the project. Advised the Center on the anticipated scheduled on specific appropriations bills; provided detailed updates on the situation in Congress with regard to appropriations bills as well as other Congressional matters; provided recommendations on effective means to secure support for a funding grant in support of the Center; and offered general guidance in the formulation of outreach strategies to Congress.",333,339,TRUE
559,The Menachem Begin Heritage Foundation,The Menachem Begin Heritage Foundation,,,,Israel,"Pursuant to contract, Collins & Company, Inc., through its own resources, has been assisting the Menachem Begin Center in its efforts to secure a funding grant for its educational, publishing, training and other programs which support democratic and parliamentary institutions. Retained lists of Members of Congress with records of long standing support for Israel, advised the Begin Center on the timing of specific appropriations bills and assessed how that timing would affect the Begin Center's objectives, provided recommendations on effective means to secure support for a funding grant in support of the Center, provided legislative updates to the Begin Center to keep them abreast of activities in Washington, submitted draft legislative language options to a Congressional office for consideration.",334,339,TRUE
505,The Ministry of Fisheries in the Government of Iceland,The Ministry of Fisheries in the Government of Iceland,,,,Iceland,Plexus Consulting Group has monitored legislation and the media for issues of interest to the ministry as well as set up meetings with reporters and staff members of the Senate.,304,340,TRUE
659,The Ministry of Foreign Affairs of the Republic of Azerbaijan,The Ministry of Foreign Affairs of the Republic of Azerbaijan,,,,Azerbaijan,"We assisted in the production of, but not the dissemination of, brochures or other printed materials.",411,217,TRUE
1582,The Ministry of Foreign Affairs of the Republic of Kazakhstan,The Ministry of Foreign Affairs of the Republic of Kazakhstan,,,,Kazakhstan,"Over the past 6 months, we have worked with the Kazakh embassy with their public relations here in the U.S. Primarily, this involved writing press releases, creating a media strategy-which includes Web 2.0, monitoring mainstream and online media about Kazakhstan, and helping to get a blog for Ambassador Erlan Idrissov, Kazakhstan's ambassador to the U.S., up and running-and counseling the embassy on documents they produce. We also helped to get Ambassador Idrissov, on the Danger Zone radio show, where he discussed Kazakhstan's democracy. Some of the events that we focused on over the past 6 months are: Kazakhstan's Foreign Prime Minister Saudabayev's visit to New York City, where he addressed the United Nations; Deputy Minister Aitzhanova's visit to Washington, D.C., where she addressed the U.S. Chamber of Commerce; and the U.S. concert tour of Kazakhstan's Symphony Orchestra of the Kurmangazy Kazakh National Conservatory and the Turan Traditional Music Ensemble.",996,471,TRUE
2442,The Ministry of Foreign Affairs of the Republic of Kazakhstan,The Ministry of Foreign Affairs of the Republic of Kazakhstan,,,,Kazakhstan,"Over the past 6 months, we have worked with the Kazakh embassy with their public relations here in the U.S. Primarily, this involved writing press releases, following through on our media strategy-which includes Web 2.0, monitoring mainstream and online media about Kazakhstan, working with the embassy to maintain their web site, and helping Ambassador Erlan Idrissov, Kazakhstan's ambassador to the U.S., maintain his blog-and counseling the embassy on documents they produce. During this reporting period, we also arranged for Ambassador Idrissov to meet with Wall Street Journal reporters. Some of the events that we focused on over the past 6 months are: An OSCE reception attended by Ambassador Idrissov; Kazakhstan's Foreign Prime Minister Saudabayev's visit to Washington, D.C., where he addressed the Helsinki Commission and the Atlantic Council; Kazakhstan's Deputy Foreign Minister Kayrat Umarov where he addressed a CSIS-IND roundtable; and a concert series of Kazakh grous that coincided with Kazakh President Nursultan Nazarbayev's visit where he met with President Barack Obama, attended the Nuclear Security Summit, and an EastWest Institute reception.",1530,471,FALSE
774,The Ministry Of Trade & Industry Visit Denmark,The Ministry Of Trade & Industry Visit Denmark,Islands Brygge 43 DK-2300 Copenhagen S,,,Denmark,"We offer via telephone calls, US mail, E-mails and our WEB-Site distribution of the Denmark Travel Guide 2008 to prospective visitors to Denmark. We help Tour Operators and Travel Agencies to obtain information on tourist attractions, Cultural Events and Historical sights. Participated in the Mid Atlantic Workshop in Reykjavik, Iceland from February 7 to 10, 2008. This workshop is to educate American Travel Agents on Scandinavia, Denmark as a tourist destination. Participated in the New York Times Travel Show, New York City from February 29 to March 2, 2008. This show is to promote Denmark to the travelers as a perfect vacation destination. Participated in the SeaTrade Workshop in Miami, FL from March 10 to 13, 2008. This workshop is for Cruise Ship owners and operators to show their products to Tour Operators specializing in the Cruise Traveler.",501,342,TRUE
1955,The Ministry Of Trade & Industry Visit Denmark,The Ministry Of Trade & Industry Visit Denmark,Islands Brygge 43,DK-2300 Copenhagen S,,Denmark,"We offer via telephone calls, US mail, E-mails and our WEB-Site distribution of the Denmark Travel Guide 2010 to prospective visitors and travelers to Denmark. We help Tour Operators and Travel Agencies to obtain information on tourist attractions, Cultural Events and Historical sights.",1210,342,TRUE
1520,The Moroccan American Center for Policy,The Moroccan American Center for Policy,,,,Morocco,Registrant performed services on behalf of The Moroccan-American Center for Policy. The Registrant provided strategic counsel to the Government of Morocco on their bilateral relations with the United States.,960,439,TRUE
1613,The Moroccan American Center for Policy,The Moroccan American Center for Policy,"1220 L. Street, NW, Suite 411",Washington,DC,Morocco,Provided information on a proposed Congressional letter dealing with resolving the conflict in the Western Sahara (copy previously provided to FARA).,1019,439,TRUE
1637,The Moroccan American Center for Policy,The Moroccan American Center for Policy,"1220 L. Street, NW, Suite 411",Washington,DC,Morocco,Provided information on a proposed Congressional letter dealing with resolving the conflict in the Western Sahara (copy previously provided to FARA).,1034,439,TRUE
2054,The Moroccan American Center for Policy,The Moroccan American Center for Policy,,,,Morocco,The Registrant provided strategic counsel to the Government of Morocco on their bilateral relations with the United States.,1271,755,TRUE
2056,The Moroccan American Center for Policy,The Moroccan American Center for Policy,,,,Morocco,Registrant performed services on behalf of The Moroccan-American Center for Policy. The Registrant provided strategic counsel to the Government of Morocco on their bilateral relations with the United States.,1272,755,TRUE
2044,The Office of the President of the Federal Republic of Nigeria,The Office of the President of the Federal Republic of Nigeria,,,,Nigeria,"In September 2010, Registrant contacted media outlets such as CNN, Bloomberg/Bloomberg Business Week, The New York Times, The Wall Street Journal, Reuters, etc., and advocacy/human rights groups to determine interest in and availability for interviews with the President in New York City on September 24, 2010. No such interviews occurred in the United States of America, and one interview occurred in Nigeria with the CNN Nigeria affiliate. Because no future work is anticipated in connection with this foreign principal, Fleishman-Hillard, Inc. is terminating its registration with this foreign principal as part of the Supplemental Statement for this period.",1269,749,TRUE
1536,The Office of the President of the Republic of Congo,The Office of the President of the Republic of Congo,,,,Republic of Congo,,968,234,TRUE
1549,The Office of the President of the Republic of Congo,The Office of the President of the Republic of Congo,,,,Republic of Congo,,975,234,TRUE
2050,The Office of the President of the Republic of Congo,The Office of the President of the Republic of Congo,,,,Republic of Congo,,1270,234,TRUE
1674,The Order of Malta,The Order of Malta,,,,Malta,"During the reporting period, we provided legal advice to the Order of Malta regarding certain steps that would be necessary in renewing an approach to the United States Government regarding the objective of having the President designate the Ambassador to the Holy See as his personal representative. This has included beginning a white paper on issues of sovereignty involving the Order.",1048,236,TRUE
2585,The Order of Malta,The Order of Malta,,,,Malta,"During the reporting period, we provided legal advice to the Order of Malta regarding certain steps that would be necessary in renewing an approach to the United States Government regarding the objective of having the President designate the Ambassador to the Holy See as his personal representative. This has included beginning a white paper on issues of sovereignty involving the Order.",1626,236,TRUE
2603,The Order of Malta,The Order of Malta,,,,Malta,"During the reporting period, we provided legal advice to the Order of Malta regarding certain steps that would be necessary in renewing an approach to the United States Government regarding the objective of having the President designate the Ambassador to the Holy See as his personal representative. This has included beginning a white paper on issues of sovereignty involving the Order.",1627,236,TRUE
2620,The Order of Malta,The Order of Malta,,,,Malta,"During the reporting period, we provided legal advice to the Order of Malta regarding certain steps that would be necessary in renewing an approach to the United States Government regarding the objective of having the President designate the Ambassador to the Holy See as his personal representative. This has included beginning a white paper on issues of sovereignty involving the Order.",1628,236,TRUE
1675,The People's Republic of China,The People's Republic of China,,,,China,During the reporting period we provided counsel to the foreign principal on United States Congressional matters.,1048,590,TRUE
2586,The People's Republic of China,The People's Republic of China,,,,China,Patton Boggs provided counsel to the foreign principal on United States Congressional matters.,1626,590,TRUE
2604,The People's Republic of China,The People's Republic of China,,,,China,During the reporting period we provided counsel to the foreign principal on United States Congressional matters.,1627,590,TRUE
2621,The People's Republic of China,The People's Republic of China,,,,China,During the reporting period we provided counsel to the foreign principal on United States Congressional matters.,1628,590,TRUE
1598,The Principality of Liechtenstein,The Principality of Liechtenstein,,,,Liechtenstein,"As detailed in the engagement letter on file with the FARA unit, Covington assists the Government of Liechtenstein in enhancing its relations with the United States Government and the United States private sector.",1010,139,TRUE
1310,"The Province of Nova Scotia, Department of Tourism, Culture and Heritage","The Province of Nova Scotia, Department of Tourism, Culture and Heritage",,,,Canada,,833,472,TRUE
2472,The Puntland Development Office,The Puntland Development Office,,,,Somalia,,1555,991,TRUE
1655,The Puntland State of Somalia,The Puntland State of Somalia,,,,Somalia,,1042,473,TRUE
1656,The Puntland State of Somalia,The Puntland State of Somalia,,,,Somalia,"James Hill traveled to South Africa and Kenya April 13-Aprl 22 on behalf of the Puntland State of Somaila. He met with Abdi Farah Saeed, Minister of Education for the Puntland State of Somalia, on May 27, 2009. James Hill, who is no longer an employee of DMGA, was the only employee to service The Puntland State of Somalia.",1043,473,TRUE
1464,The Republic of Angola,The Republic of Angola,,,,Angola,"We provide services including counseling the foreign principle concerning its bilateral relations with the US Government, which entails various contacts with members of various agencies of the US Government.",926,109,TRUE
2520,The Republic of Colombia,The Republic of Colombia,,,,Colombia,"No activity has takenplace with respect to the State Department. Other than prosecuting the litigation and costs related thereto, no other costs have been expended on Colombia's behalf with respect to the waiver of the Revenue Rule. Also, no materials have been disseminated that have not been provided to the FARA desk in connection with prior communications/registrations.",1593,1028,TRUE
2052,The Republic of Congo,The Republic of Congo,,,,Republic of Congo,,1271,756,TRUE
564,The Republic of Cote d'Ivoire,The Republic of Cote d'Ivoire,,,,Cote D'Ivoire,Government Briefings on Election Support and the Peace Process,336,115,TRUE
1239,The Republic of Cote d'Ivoire,The Republic of Cote d'Ivoire,,,,Cote D'Ivoire,,788,115,TRUE
1168,The Republic of Cote d'lvoire,The Republic of Cote d'Ivoire,,,,Cote D'Ivoire,,740,115,TRUE
548,The Republic of Cyprus,The Republic of Cyprus,,,,Cyprus,"Registrant facilitated and coordinated media and press activity for officials of Cyprus, assisted in preparing and drafting Letters to the Editor and Opinion Editorials, drafted and/or distributed, by mail, email, fax and other means, press releases pertaining to developments in Cyprus, provided assistance in building relations with members of media, provided media monitoring and analysis, assisted in promoting an outreach event for Cypriot educators and administrators Washington, DC on May 21.",325,264,TRUE
836,The Republic of Cyprus,The Republic of Cyprus,,,,Cyprus,"Registrant facilitated and coordinated media and press activity for officials of Cyprus, Registrant assisted in developing messaging documents and talking points, Registrant provided assistance in building relations with members of the media, Registrant provided media monitoring and analysis, Registrant drafted and/or distributed by mail, email, fax and other means, press releases pertaining to developments in Cyprus",539,264,TRUE
1264,The Republic of Cyprus,The Republic of Cyprus,,,,Cyprus,"Registrant provided media relations counsel, Registrant assisted with the editing of draft opinion articles and press releases, Registrant distributed by mail, email, fax or other means, opinion editorials, Registrant provided media monitoring and analysis.",803,264,TRUE
1370,The Republic of Cyprus,The Republic of Cyprus,,,,Cyprus,"Registrant facilitated and coordinated media and press activity on behalf of the Republic of Cyprus, Registrant assisted in preparing and drafting opinion editorials for the Republic of Cyprus, Registrant drafted and/or distributed by email opinion editorials, Registrant provided assistance in building relations with members of the media, Registrant provided media monitoring and analysis Registrant provided corrected errors and provided factual content for blogs and internet databases.",862,264,TRUE
685,The Republic of Equatorial Guinea,The Republic of Equatorial Guinea,,,,Equatorial Guinea,Engaged in public relations activity on behalf of the foreign principal. Created informational material and developed web site. Published informationaal magazine on behalf of the Republic of Equatorial Guinea.,431,265,TRUE
686,The Republic Of Equatorial Guinea,The Republic of Equatorial Guinea,,,,Equatorial Guinea,Engaged in public relations activity on behalf of the foreign principal. Created informational material and developed web site.,432,265,TRUE
565,The Republic of Ghana,The Republic of Ghana,,,,Ghana,,336,346,TRUE
1169,The Republic of Ghana,The Republic of Ghana,,,,Ghana,,740,346,TRUE
1238,The Republic of Ghana,The Republic of Ghana,,,,Ghana,,788,346,TRUE
